x-axis,1,2,3
-1.407500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.405000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.402500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.400000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.397500E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.395000E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.392500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.390000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.387500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.385000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.382500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.380000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.377500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.375000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.372500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.370000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.367500E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.365000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.362500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.360000E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.357500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.355000E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.352500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.350000E+00,-180.402E-03,+27.477E-03,-177.437E-03
-1.347500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.345000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.342500E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.340000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.337500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.335000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.332500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.330000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.327500E+00,-180.402E-03,+27.477E-03,-164.874E-03
-1.325000E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.322500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.320000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.317500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.315000E+00,-205.528E-03,+29.990E-03,-164.874E-03
-1.312500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.310000E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.307500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.305000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.302500E+00,-180.402E-03,+27.477E-03,-177.437E-03
-1.300000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.297500E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.295000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.292500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.290000E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.287500E+00,-205.528E-03,+35.015E-03,-164.874E-03
-1.285000E+00,-205.528E-03,+29.990E-03,-177.437E-03
-1.282500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.280000E+00,-180.402E-03,+27.477E-03,-177.437E-03
-1.277500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.275000E+00,-180.402E-03,+27.477E-03,-177.437E-03
-1.272500E+00,-205.528E-03,+35.015E-03,-177.437E-03
-1.270000E+00,-180.402E-03,+24.965E-03,-177.437E-03
-1.267500E+00,-205.528E-03,+35.015E-03,-164.874E-03
-1.265000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.262500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.260000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.257500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.255000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.252500E+00,-180.402E-03,+29.990E-03,-164.874E-03
-1.250000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.247500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.245000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.242500E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.240000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.237500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.235000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.232500E+00,-180.402E-03,+27.477E-03,-177.437E-03
-1.230000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.227500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.225000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.222500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.220000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.217500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.215000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.212500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.210000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.207500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.205000E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.202500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.200000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.197500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.195000E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.192500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.190000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.187500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.185000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.182500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.180000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.177500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.175000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.172500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.170000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.167500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.165000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.162500E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.160000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.157500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.155000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.152500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.150000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.147500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.145000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.142500E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.140000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.137500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.135000E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.132500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.130000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.127500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.125000E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.122500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.120000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.117500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.115000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.112500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.110000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.107500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.105000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.102500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.100000E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.097500E+00,-180.402E-03,+35.015E-03,-190.000E-03
-1.095000E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.092500E+00,-205.528E-03,+37.528E-03,-177.437E-03
-1.090000E+00,-205.528E-03,+35.015E-03,-177.437E-03
-1.087500E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.085000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.082500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.080000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.077500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.075000E+00,-180.402E-03,+40.040E-03,-177.437E-03
-1.072500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.070000E+00,-180.402E-03,+37.528E-03,-164.874E-03
-1.067500E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.065000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.062500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.060000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.057500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.055000E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.052500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.050000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.047500E+00,-205.528E-03,+35.015E-03,-177.437E-03
-1.045000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.042500E+00,-180.402E-03,+37.528E-03,-164.874E-03
-1.040000E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.037500E+00,-205.528E-03,+37.528E-03,-177.437E-03
-1.035000E+00,-180.402E-03,+29.990E-03,-177.437E-03
-1.032500E+00,-180.402E-03,+37.528E-03,-177.437E-03
-1.030000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.027500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.025000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.022500E+00,-180.402E-03,+37.528E-03,-164.874E-03
-1.020000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.017500E+00,-180.402E-03,+35.015E-03,-164.874E-03
-1.015000E+00,-180.402E-03,+37.528E-03,-164.874E-03
-1.012500E+00,-180.402E-03,+35.015E-03,-177.437E-03
-1.010000E+00,-180.402E-03,+32.503E-03,-164.874E-03
-1.007500E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.005000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-1.002500E+00,-205.528E-03,+32.503E-03,-177.437E-03
-1.000000E+00,-180.402E-03,+32.503E-03,-177.437E-03
-997.500E-03,-205.528E-03,+32.503E-03,-177.437E-03
-995.000E-03,-205.528E-03,+37.528E-03,-177.437E-03
-992.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-990.000E-03,-180.402E-03,+37.528E-03,-177.437E-03
-987.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-985.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-982.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-980.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-977.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-975.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-972.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-970.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-967.500E-03,-180.402E-03,+37.528E-03,-164.874E-03
-965.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-962.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-960.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-957.500E-03,-180.402E-03,+37.528E-03,-164.874E-03
-955.000E-03,-180.402E-03,+29.990E-03,-164.874E-03
-952.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-950.000E-03,-180.402E-03,+29.990E-03,-164.874E-03
-947.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-945.000E-03,-180.402E-03,+29.990E-03,-164.874E-03
-942.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-940.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-937.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-935.000E-03,-205.528E-03,+32.503E-03,-164.874E-03
-932.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-930.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-927.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-925.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-922.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-920.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-917.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-915.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-912.500E-03,-180.402E-03,+37.528E-03,-164.874E-03
-910.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-907.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-905.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-902.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-900.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-897.500E-03,-205.528E-03,+35.015E-03,-164.874E-03
-895.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-892.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-890.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-887.500E-03,-205.528E-03,+32.503E-03,-177.437E-03
-885.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-882.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-880.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-877.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-875.000E-03,-205.528E-03,+35.015E-03,-164.874E-03
-872.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-870.000E-03,-205.528E-03,+35.015E-03,-164.874E-03
-867.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-865.000E-03,-205.528E-03,+37.528E-03,-164.874E-03
-862.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-860.000E-03,-180.402E-03,+40.040E-03,-164.874E-03
-857.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-855.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-852.500E-03,-205.528E-03,+32.503E-03,-164.874E-03
-850.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-847.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-845.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-842.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-840.000E-03,-180.402E-03,+37.528E-03,-177.437E-03
-837.500E-03,-205.528E-03,+35.015E-03,-177.437E-03
-835.000E-03,-180.402E-03,+37.528E-03,-164.874E-03
-832.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-830.000E-03,-180.402E-03,+37.528E-03,-164.874E-03
-827.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-825.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-822.500E-03,-205.528E-03,+35.015E-03,-164.874E-03
-820.000E-03,-205.528E-03,+29.990E-03,-177.437E-03
-817.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-815.000E-03,-180.402E-03,+27.477E-03,-164.874E-03
-812.500E-03,-180.402E-03,+29.990E-03,-164.874E-03
-810.000E-03,-180.402E-03,+24.965E-03,-164.874E-03
-807.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-805.000E-03,-180.402E-03,+29.990E-03,-177.437E-03
-802.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-800.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-797.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-795.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-792.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-790.000E-03,-205.528E-03,+32.503E-03,-177.437E-03
-787.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-785.000E-03,-180.402E-03,+32.503E-03,-164.874E-03
-782.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-780.000E-03,-180.402E-03,+37.528E-03,-164.874E-03
-777.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-775.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-772.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-770.000E-03,-205.528E-03,+35.015E-03,-164.874E-03
-767.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-765.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-762.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-760.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-757.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-755.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-752.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-750.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-747.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-745.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-742.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-740.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-737.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-735.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-732.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-730.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-727.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-725.000E-03,-205.528E-03,+29.990E-03,-164.874E-03
-722.500E-03,-205.528E-03,+29.990E-03,-177.437E-03
-720.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-717.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-715.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-712.500E-03,-205.528E-03,+29.990E-03,-177.437E-03
-710.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-707.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-705.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-702.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-700.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-697.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-695.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-692.500E-03,-180.402E-03,+32.503E-03,-164.874E-03
-690.000E-03,-180.402E-03,+37.528E-03,-177.437E-03
-687.500E-03,-180.402E-03,+35.015E-03,-164.874E-03
-685.000E-03,-180.402E-03,+37.528E-03,-164.874E-03
-682.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-680.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-677.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-675.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-672.500E-03,-180.402E-03,+42.553E-03,-177.437E-03
-670.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-667.500E-03,-180.402E-03,+40.040E-03,-177.437E-03
-665.000E-03,-180.402E-03,+29.990E-03,-177.437E-03
-662.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-660.000E-03,-180.402E-03,+27.477E-03,-177.437E-03
-657.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-655.000E-03,-180.402E-03,+29.990E-03,-177.437E-03
-652.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-650.000E-03,-205.528E-03,+29.990E-03,-177.437E-03
-647.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-645.000E-03,-205.528E-03,+32.503E-03,-177.437E-03
-642.500E-03,-205.528E-03,+32.503E-03,-177.437E-03
-640.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-637.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-635.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-632.500E-03,-180.402E-03,+27.477E-03,-177.437E-03
-630.000E-03,-205.528E-03,+35.015E-03,-164.874E-03
-627.500E-03,-205.528E-03,+27.477E-03,-177.437E-03
-625.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-622.500E-03,-180.402E-03,+29.990E-03,-177.437E-03
-620.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-617.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-615.000E-03,-180.402E-03,+35.015E-03,-164.874E-03
-612.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-610.000E-03,-180.402E-03,+32.503E-03,-177.437E-03
-607.500E-03,-180.402E-03,+32.503E-03,-177.437E-03
-605.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-602.500E-03,-180.402E-03,+29.990E-03,-164.874E-03
-600.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-597.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-595.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-592.500E-03,-180.402E-03,+35.015E-03,-177.437E-03
-590.000E-03,-205.528E-03,+35.015E-03,-177.437E-03
-587.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
-585.000E-03,-180.402E-03,+35.015E-03,-177.437E-03
-582.500E-03,-180.402E-03,+37.528E-03,-177.437E-03
